animal_id,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,outcome_age,cat/kitten,age_group,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
A739780,0,Neutered Male,Male,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,tabby,orange ,white,orange ,Adoption-- 
A727600,1,Spayed Female,Female,Yes,11,365,7,Cat,"(8.8, 11.0]",siamese,True,False,point,lynx,none,lynx,Adoption-- Foster
A738310,0,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A707715,0,Unknown,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",siamese,True,False,point,chocolate,none,chocolate,Transfer-- SCRP
A721229,1,Spayed Female,Female,Yes,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
A732825,1,Neutered Male,Male,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
A751092,1,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A760257,0,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A727932,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A700118,0,Intact Female,Female,No,4,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
A701648,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A730927,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A709813,0,Unknown,Female,Yes,10,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
A734032,0,Intact Female,Female,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,brown,none,brown,Transfer-- Partner
A752630,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A734909,0,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
A745682,0,Spayed Female,Female,Yes,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A761340,0,Unknown,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,point,seal,none,seal,Transfer-- Snr
A758759,0,Neutered Male,Male,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,gray,white,Adoption-- 
A700759,1,Neutered Male,Male,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,white,blue,white,Return to Owner-- 
A751508,1,Intact Female,Female,No,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A761362,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
A730239,0,Neutered Male,Male,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
A760954,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- Foster
A736548,0,Intact Male,Male,No,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A705702,1,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A760558,0,Unknown,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Rabies Risk
A706388,1,Intact Female,Female,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A700012,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
A710684,1,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A739637,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Adoption-- 
A752921,1,Spayed Female,Female,Yes,8,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A733902,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,blue,white,blue,Adoption-- 
A751570,1,Intact Female,Female,No,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A731383,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A758692,0,Intact Male,Male,No,1,7,0,Kitten,"(-0.022, 2.2]",american shorthair,True,False,tabby,brown ,white,brown ,Transfer-- Partner
A710625,0,Intact Female,Female,No,4,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,orange,white,Transfer-- Partner
A725547,1,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown,none,brown,Transfer-- Partner
A716320,1,Neutered Male,Male,Yes,11,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A732384,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A707499,1,Neutered Male,Male,Yes,10,365,6,Cat,"(8.8, 11.0]",persian,True,False,missing,white,none,white,Adoption-- 
A715701,0,Spayed Female,Female,Yes,8,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,tabby,brown ,white,brown ,Euthanasia-- Suffering
A712563,0,Intact Male,Male,No,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A727803,0,Intact Female,Female,No,14,365,7,Cat,"(13.2, 15.4]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
A730941,1,Neutered Male,Male,Yes,8,365,6,Cat,"(6.6, 8.8]",domestic longhair,False,True,missing,black,none,black,Adoption-- Foster
A750432,1,Neutered Male,Male,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
A760178,0,Spayed Female,Female,Yes,1,30,1,Kitten,"(-0.022, 2.2]",american shorthair,True,False,tortie,Breed Specific,black,tortie,Adoption-- 
A733033,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A759254,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,tortie,Breed Specific,none,tortie,Adoption-- 
A706090,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A703891,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A743866,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,tan,white,Adoption-- 
A707725,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream ,white,cream ,Adoption-- 
A705993,0,Unknown,Female,Yes,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
A704228,0,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,smoke,black,none,black,Adoption-- Foster
A705870,1,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Euthanasia-- Suffering
A700046,0,Unknown,Female,Yes,3,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A708192,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
A731906,1,Spayed Female,Female,Yes,5,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A756867,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A736793,0,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
A701643,1,Neutered Male,Male,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A751719,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A701269,0,Unknown,Female,Yes,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
A703869,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
A713338,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A732045,1,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Euthanasia-- Suffering
A707327,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",siamese,True,False,tortie,Breed Specific,none,tortie,Transfer-- SCRP
A732089,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A723141,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A723992,0,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A737177,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A749212,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A718709,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
A727404,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
A754960,1,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,missing,blue,white,blue,Adoption-- 
A641310,1,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A710626,0,Intact Female,Female,No,4,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,orange,white,Transfer-- Partner
A713863,1,Spayed Female,Female,Yes,8,30,3,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
A703701,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A759762,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,white,gray,white,Adoption-- 
A702032,1,Intact Male,Male,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A761557,0,Unknown,Female,Yes,6,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,missing,black,none,black,Euthanasia-- Medical
A714304,1,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A705889,0,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A731142,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A728863,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A731596,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A679921,1,Neutered Male,Male,Yes,2,365,4,Cat,"(-0.022, 2.2]",russian blue,True,False,missing,blue,none,blue,Adoption-- 
A750731,0,Spayed Female,Female,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- Foster
A723807,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- Foster
A710733,0,Intact Female,Female,No,4,365,5,Cat,"(2.2, 4.4]",domestic mediumhair,False,True,missing,black,white,black,Euthanasia-- Rabies Risk
A737212,0,Unknown,Female,Yes,3,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Transfer-- Partner
A727037,0,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
A699613,1,Spayed Female,Female,Yes,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,missing,white,blue,white,Transfer-- Partner
A734808,0,Intact Female,Female,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic longhair,False,True,missing,black,none,black,Transfer-- Partner
A718979,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
A730656,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A757911,0,Unknown,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,white,black,Transfer-- Snr
A731088,1,Spayed Female,Female,Yes,6,365,5,Cat,"(4.4, 6.6]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A732182,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,black,none,black,Adoption-- Foster
A713181,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A710823,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- SCRP
A734537,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A729853,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A724768,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- 
A708645,1,Spayed Female,Female,Yes,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A704642,1,Intact Male,Male,No,4,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A711851,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
A705942,1,Intact Female,Female,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A708827,0,Unknown,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A711756,0,Intact Male,Male,No,3,365,4,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A748185,0,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Snr
A741920,0,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic longhair,False,True,missing,black,white,black,Transfer-- SCRP
A751133,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A736831,0,Intact Female,Female,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Euthanasia-- Suffering
A735108,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,brown,brown ,Transfer-- Partner
A739272,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A718793,1,Neutered Male,Male,Yes,12,365,7,Cat,"(11.0, 13.2]",siamese,True,False,point,chocolate,none,chocolate,Adoption-- 
A746830,0,Intact Male,Male,No,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A753324,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
A715769,1,Neutered Male,Male,Yes,14,365,7,Cat,"(13.2, 15.4]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A713150,0,Unknown,Female,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic mediumhair,False,True,missing,blue,white,blue,Transfer-- SCRP
A755113,1,Neutered Male,Male,Yes,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,tabby,cream,none,cream,Transfer-- Partner
A751028,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
A714880,1,Neutered Male,Male,Yes,10,365,6,Cat,"(8.8, 11.0]",domestic longhair,False,True,missing,black,white,black,Adoption-- 
A737510,0,Unknown,Female,Yes,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A727613,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A761892,1,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Return to Owner-- 
A710016,0,Unknown,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
A749142,0,Intact Male,Male,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,black,black,black,Transfer-- Partner
A714972,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
A649490,1,Spayed Female,Female,Yes,4,365,5,Cat,"(2.2, 4.4]",domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
A757443,1,Neutered Male,Male,Yes,15,365,7,Cat,"(13.2, 15.4]",manx,True,False,missing,black,none,black,Transfer-- Partner
A709839,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A702754,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
A760662,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
A752586,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,gray ,white,gray ,Adoption-- Foster
A755824,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Adoption-- 
A749509,0,Unknown,Female,Yes,0,365,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
A711274,0,Unknown,Female,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,gray,none,gray,Transfer-- Partner
A751413,0,Intact Male,Male,No,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
A737831,0,Neutered Male,Male,Yes,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,white,orange,white,Adoption-- 
A747373,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
A758797,0,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
A712788,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A711949,0,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A733549,1,Intact Male,Male,No,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A712990,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,silver ,white,silver ,Adoption-- Foster
A742575,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Disposal-- 
A749556,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
A750139,0,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A702505,0,Intact Female,Female,No,4,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
A734518,0,Unknown,Female,Yes,3,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
A731007,1,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
A704040,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",snowshoe,False,True,point,seal ,white,seal ,Adoption-- 
A703067,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
A714624,0,Neutered Male,Male,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A735805,1,Spayed Female,Female,Yes,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
A713549,0,Intact Male,Male,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- SCRP
A760735,0,Neutered Male,Male,Yes,1,30,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
A722677,1,Spayed Female,Female,Yes,6,30,2,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream ,white,cream ,Adoption-- 
A704072,0,Intact Male,Male,No,3,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
A697791,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
A756493,1,Neutered Male,Male,Yes,8,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
A728807,0,Intact Male,Male,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,none,blue,Transfer-- Partner
A756287,1,Intact Female,Female,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Snr
A758945,1,Spayed Female,Female,Yes,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,missing,blue,none,blue,Adoption-- 
A730895,1,Neutered Male,Male,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
A733447,1,Intact Male,Male,No,2,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A706086,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,white,cream,white,Adoption-- 
A723938,1,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,blue,none,blue,Return to Owner-- 
A741793,0,Spayed Female,Female,Yes,1,365,4,Cat,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
A732465,0,Intact Female,Female,No,4,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,blue,white,blue,Transfer-- SCRP
A757723,0,Intact Female,Female,No,2,7,1,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A753935,0,Intact Male,Male,No,5,7,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
A739334,1,Spayed Female,Female,Yes,3,30,2,Kitten,"(-0.022, 2.2]",domestic mediumhair,False,True,tabby,blue,none,blue,Adoption-- 
A719978,1,Spayed Female,Female,Yes,2,30,2,Kitten,"(-0.022, 2.2]",siamese,True,False,tortie,Breed Specific,none,tortie,Adoption-- 
A719602,1,Neutered Male,Male,Yes,7,365,6,Cat,"(6.6, 8.8]",domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
A728050,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,black ,white,black ,Adoption-- 
A724245,0,Unknown,Female,Yes,4,1,0,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
A740207,1,Neutered Male,Male,Yes,2,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- Foster
A757850,0,Intact Female,Female,No,5,30,2,Kitten,"(-0.022, 2.2]",domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Snr
