age_upon_outcome,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,cat/kitten,age_group,outcome_weekday,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Monday,manx,True,False,missing,black,none,black,Transfer-- Partner
1 year,1,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
4 weeks,0,Intact Male,Male,No,4,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
7 years,1,Spayed Female,Female,Yes,7,365,Cat,"(6.6, 8.8]",Thursday,domestic shorthair,False,True,missing,black,none,black,Return to Owner-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,white,blue,white,Adoption-- Foster
4 weeks,1,Intact Female,Female,No,4,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 month,0,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,tabby,white,brown,white,Transfer-- Partner
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,black,brown ,Transfer-- Partner
4 months,1,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
4 months,0,Intact Male,Male,No,4,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,white,blue,white,Transfer-- SCRP
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Sunday,domestic shorthair,False,True,missing,blue,white,blue,Return to Owner-- 
6 years,1,Spayed Female,Female,Yes,6,365,Cat,"(4.4, 6.6]",Thursday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Saturday,maine coon,True,False,missing,black,none,black,Return to Owner-- 
2 months,0,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,missing,blue,white,blue,Died-- In Kennel
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
5 years,1,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Monday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
14 years,1,Spayed Female,Female,Yes,14,365,Cat,"(13.2, 15.4]",Sunday,domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
1 week,0,Intact Male,Male,No,1,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- SCRP
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,white,blue,white,Adoption-- Foster
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,blue,white,Adoption-- 
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
2 years,1,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 weeks,0,Intact Male,Male,No,1,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,black,silver,black,Transfer-- Partner
2 years,0,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,white,blue,Adoption-- Offsite
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Snr
7 months,0,Spayed Female,Female,Yes,7,30,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 years,0,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Friday,domestic longhair,False,True,tabby,blue ,white,blue ,Transfer-- SCRP
10 months,0,Neutered Male,Male,Yes,10,30,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
10 months,0,Intact Male,Male,No,10,30,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Snr
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,cream ,white,cream ,Adoption-- 
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Died-- In Kennel
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,blue,white,blue,Euthanasia-- Suffering
2 days,0,Intact Female,Female,No,2,1,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,white,brown,white,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic mediumhair,False,True,missing,black,none,black,Adoption-- 
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
1 month,0,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
4 weeks,0,Intact Male,Male,No,4,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Died-- At Vet
5 years,0,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Saturday,domestic shorthair,False,True,missing,black,white,black,Euthanasia-- Suffering
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
1 year,0,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Snr
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,none,brown ,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
13 years,1,Neutered Male,Male,Yes,13,365,Cat,"(11.0, 13.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,black,white,Adoption-- 
2 years,0,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
4 months,0,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,missing,black,white,black,Adoption-- 
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
4 months,0,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Offsite
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
4 years,1,Spayed Female,Female,Yes,4,365,Cat,"(2.2, 4.4]",Friday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,blue,none,blue,Euthanasia-- Suffering
1 week,0,Intact Female,Female,No,1,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic mediumhair,False,True,tortie,Breed Specific,white,tortie,Adoption-- Foster
2 years,0,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,white,blue,Return to Owner-- 
3 months,0,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
6 days,0,Intact Male,Male,No,6,1,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
8 months,0,Intact Female,Female,No,8,30,Cat,"(-0.022, 2.2]",Monday,snowshoe,False,True,point,seal,none,seal,Transfer-- Partner
4 months,1,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- Foster
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic mediumhair,False,True,missing,blue,white,blue,Transfer-- SCRP
2 weeks,0,Intact Female,Female,No,2,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
4 months,0,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
3 months,0,Intact Female,Female,No,3,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,black,white,Adoption-- 
1 week,0,Intact Female,Female,No,1,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
1 year,1,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic longhair,False,True,missing,black,white,black,Euthanasia-- Rabies Risk
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange,none,orange,Euthanasia-- Suffering
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
5 months,1,Intact Male,Male,No,5,30,Kitten,"(-0.022, 2.2]",Saturday,domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- 
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
7 months,0,Intact Female,Female,No,7,30,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
2 months,0,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,snowshoe,False,True,point,lilac,none,lilac,Adoption-- Foster
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
6 months,1,Neutered Male,Male,Yes,6,30,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
3 days,0,Intact Female,Female,No,3,1,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
1 weeks,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
2 months,1,Intact Female,Female,No,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- 
2 months,1,Intact Female,Female,No,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
14 years,1,Neutered Male,Male,Yes,14,365,Cat,"(13.2, 15.4]",Monday,domestic longhair,False,True,missing,black,white,black,Transfer-- Partner
6 months,1,Neutered Male,Male,Yes,6,30,Cat,"(-0.022, 2.2]",Sunday,siamese,True,False,point,blue,none,blue,Adoption-- 
2 months,0,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
2 years,0,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Snr
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Snr
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
4 months,0,Intact Female,Female,No,4,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Euthanasia-- Suffering
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- 
4 months,1,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
1 month,0,Spayed Female,Female,Yes,1,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,cream,orange,cream,Adoption-- 
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
3 months,0,Intact Female,Female,No,3,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
3 months,0,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,torbie,Breed Specific,white,torbie,Adoption-- Foster
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,missing,black,none,black,Transfer-- Partner
10 years,1,Intact Female,Female,No,10,365,Cat,"(8.8, 11.0]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Euthanasia-- Suffering
3 months,0,Intact Male,Male,No,3,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Snr
10 months,0,Spayed Female,Female,Yes,10,30,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
8 years,1,Spayed Female,Female,Yes,8,365,Cat,"(6.6, 8.8]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,gray,none,gray,Transfer-- SCRP
5 years,1,Neutered Male,Male,Yes,5,365,Cat,"(4.4, 6.6]",Saturday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
10 years,1,Neutered Male,Male,Yes,10,365,Cat,"(8.8, 11.0]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
5 days,0,Unknown,Female,Yes,5,1,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,brown,none,brown,Return to Owner-- 
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Friday,domestic longhair,False,True,missing,blue,none,blue,Transfer-- Partner
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,missing,black,none,black,Adoption-- 
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- Foster
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
